ID,Straßenname,benannt nach [WD],Geschlecht,Geburtsort,Sterbeort,Beruf [WD],Geburtsjahr,Todesjahr,Wirkungsbereich,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Partei,Sonstiges
1117,Barlachstraße,Ernst Heinrich Barlach,männlich,Wedel,Rostock,"Bildhauer, Medailleur, Schriftsteller, Zeichner",1870,1938,lokal,kulturell,Bildender Künstler,,,
1257,Donndorfstraße,Adolf von Donndorf,männlich,Weimar,Stuttgart,"Hochschullehrer, Bildhauer",1835,1916,lokal,kulturell,Bildender Künstler,,,
3207,Emanuel-Goldberg-Platz,Emanuel Goldberg,männlich,Moskau,Tel Aviv,Chemiker,1881,1970,lokal,wissenschaftlich,Ingenieur,,,
906,Benzstraße,Carl Benz,männlich,Mühlburg,Ladenburg,"Erfinder, Ingenieur",1844,1929,national,wissenschaftlich,Erfinder,,,
991,Pfeifferhannsstraße,Heinrich Pfeiffer,männlich,Mühlhausen/Thüringen,Mühlhausen/Thüringen,Prediger,1450,1525,national,religiös,Sonstige,Bauernkriege,,
1579,Prellerstraße,Friedrich Preller der Jüngere,männlich,Weimar,Blasewitz,"Hochschullehrer, Maler",1838,1901,lokal,kulturell,Bildender Künstler,,,
1298,August-Wagner-Straße,Karl August Wagner,männlich,Weixdorf,Weixdorf,Baumeister,1857,1914,lokal,kulturell,Architekt,,,
1130,August-Böckstiegel-Straße,Peter August Böckstiegel,männlich,Werther (Westf.),Werther (Westf.),"Designer, bildender Künstler, Grafiker, Bildhauer, Maler",1889,1951,lokal,kulturell,Bildender Künstler,,,
1053,Gabelsbergerstraße,Franz Xaver Gabelsberger,männlich,München,München,Erfinder,1789,1849,national,kulturell,Erfinder,,,
1469,Rudolf-Mauersberger-Straße,Rudolf Mauersberger,männlich,Mauersberg,Dresden,"Chorleiter, Sänger, Dirigent, Komponist",1889,1971,lokal,kulturell,Musiker/Komponist,,,
922,Kreutzerstraße,Conradin Kreutzer,männlich,Meßkirch,Riga,"Oboist, Bandleader, Pianist, Dirigent, Komponist",1780,1849,national,kulturell,Musiker/Komponist,,,
1060,Hebbelplatz,Friedrich Hebbel,männlich,Wesselburen,Wien,"Dichterjurist, Dramatiker, Dichter, Schriftsteller",1813,1863,national,kulturell,Schriftsteller,,,
1177,Hebbelstraße,Friedrich Hebbel,männlich,Wesselburen,Wien,"Dichterjurist, Dramatiker, Dichter, Schriftsteller",1813,1863,national,kulturell,Schriftsteller,,,
925,Zöllnerstraße,Carl Friedrich Zöllner,männlich,Mittelhausen,Leipzig,"Chorleiter, Dirigent, Komponist",1800,1860,national,kulturell,Musiker/Komponist,,,
1108,Richard-Strauss-Platz,Richard Strauss,männlich,München,Garmisch-Partenkirchen,"Librettist, Musiker, Dirigent, Komponist",1864,1949,lokal,kulturell,Musiker/Komponist,,,
1808,Degelestraße,Eugen Degele,männlich,München,Dresden,Opernsänger,1834,1886,lokal,kulturell,Musiker/Komponist,,,
1093,Wüllnerstraße,Franz Wüllner,männlich,Münster,Braunfels,"Musikpädagoge, Hochschullehrer, Pianist, Dirigent, Komponist",1832,1902,national,kulturell,Musiker/Komponist,,,
1172,Havemannstraße,Robert Havemann,männlich,München,Grünheide (Mark),"politischer Aktivist, Philosoph, Hochschullehrer, Widerstandskämpfer, Chemiker, Dissident, Politiker",1910,1982,national,politisch,Naturwissenschaftler,"Sozialismus/Kommunismus, NS-Widerstand, DDR-Kritik",SED,
965,Oskar-von-Miller-Straße,Oskar von Miller,männlich,München,München,"Technikhistoriker, Bauingenieur, Ingenieur, Politiker",1855,1934,national,wissenschaftlich,Ingenieur,,,
1275,Wilhelm-Busch-Straße,Wilhelm Busch,männlich,Wiedensahl,Mechtshausen,"Autobiograf, Zeichner, Kinderbuchautor, Essayist, Karikaturist, Maler, Künstler, Illustrator, Dichter, Schriftsteller",1832,1908,national,kulturell,Schriftsteller,,,
1153,Antonin-Dvorak-Straße,Antonín Dvořák,männlich,Nelahozeves,Prag,"Komponist klassischer Musik, Musikpädagoge, Bratschist, Musikwissenschaftler, Geiger, Organist, Pianist, Virtuose, Professor, Dirigent, Komponist, Lehrer",1841,1904,international,kulturell,Musiker/Komponist,,,
883,Schwindstraße,Moritz von Schwind,männlich,Wien,Pöcking,"Zeichner, Grafiker, Hochschullehrer, Maler, Illustrator",1804,1871,international,kulturell,Bildender Künstler,,,
1458,Ludwig-Hartmann-Straße,Ludwig Hartmann,männlich,Neuss,Dresden,"Musikkritiker, Pianist, Komponist, Schriftsteller",1836,1910,lokal,kulturell,Musiker/Komponist,,,
1136,Wendel-Hipler-Straße,Wendel Hipler,männlich,Neuenstein,Heidelberg,Revolutionär,1465,1526,national,politisch,Sonstige,Bauernkriege,,
1015,Rubinsteinstraße,Anton Grigorjewitsch Rubinstein,männlich,Ofatinți,Peterhof,"Komponist klassischer Musik, Musikwissenschaftler, Musikpädagoge, Hochschullehrer, Pianist, Dirigent, Komponist",1829,1894,international,kulturell,Musiker/Komponist,,,
1058,Grillparzerstraße,Franz Grillparzer,männlich,Wien,Wien,"Dramatiker, Politiker, Dichter, Schriftsteller",1791,1872,international,kulturell,Schriftsteller,,,
1121,Anzengruberweg,Ludwig Anzengruber,männlich,Wien,Wien,"Romancier, Dramatiker, Dichter, Schriftsteller",1839,1889,international,kulturell,Schriftsteller,,,
960,Ludwig-Ermold-Straße,Ludwig Ermold,männlich,Offenbach am Main,Offenbach am Main,"Sänger, Opernsänger, Schauspieler",1883,1949,lokal,kulturell,Musiker/Komponist,,,
1435,Franz-Liszt-Straße,Franz Liszt,männlich,Raiding,Bayreuth,"Komponist klassischer Musik, Musikpädagoge, katholischer Priester, Pianist, Virtuose, Dirigent, Komponist, Schriftsteller",1811,1886,lokal,kulturell,Musiker/Komponist,,,
1187,Raimundstraße,Ferdinand Raimund,männlich,Wien,Pottenstein,"Bühnenregisseur, Filmschauspieler, Bühnenschauspieler, Dramatiker, Schauspieler, Dichter, Schriftsteller",1790,1836,international,kulturell,Schriftsteller,,,
1213,Grillparzerplatz,Franz Grillparzer,männlich,Wien,Wien,"Dramatiker, Dichter, Politiker, Schriftsteller",1791,1872,international,kulturell,Schriftsteller,,,
1326,Nestroystraße,Johann Nestroy,männlich,Wien,Graz,"Satiriker, Dichterjurist, Opernsänger, Schauspieler, Bühnenschauspieler, Dramatiker, Schriftsteller, Dichter",1801,1862,international,kulturell,Schriftsteller,,,
983,Brendelweg,Christian Friedrich Brendel,männlich,Neustädtel,Freiberg,Bergmann,1776,1861,regional,wissenschaftlich,Ingenieur,,,
938,Maxie-Wander-Straße,Maxie Wander,weiblich,Wien,Kleinmachnow,Schriftsteller,1933,1977,international,kulturell,Schriftsteller,,,
1647,Auguste-Lazar-Straße,Auguste Lazar,weiblich,Wien,Dresden,Schriftsteller,1887,1970,lokal,kulturell,Schriftsteller,,,
1165,Vogelsteinstraße,Carl Christian Vogel von Vogelstein,männlich,Wildenfels,München,"Historienmaler, Porträtist, Hochschullehrer, Maler",1788,1868,lokal,kulturell,Bildender Künstler,,,
1616,Anton-Graff-Straße,Anton Graff,männlich,Winterthur,Dresden,"bildender Künstler, Hochschullehrer, Maler",1736,1813,lokal,kulturell,Bildender Künstler,,,
948,Calvinstraße,Johannes Calvin,männlich,Noyon,Genf,"Theologe, Reformator, Pastor, Rechtsanwalt, Schriftsteller",1509,1564,international,religiös,Sonstige,Reformation,,
1273,Rungestraße,Philipp Otto Runge,männlich,Wolgast,Hamburg,"Druckgrafiker, Zeichner, Maler, Dichter, Schriftsteller",1777,1810,lokal,kulturell,Bildender Künstler,,,
1233,Uhdestraße,Fritz von Uhde,männlich,Wolkenburg,München,"Historienmaler, Genremaler, Hochschullehrer, Maler, Militär, Lehrer",1848,1911,lokal,kulturell,Bildender Künstler,,,
957,Leonhard-Frank-Straße,Leonhard Frank,männlich,Würzburg,München,"Dramatiker, Drehbuchautor, Schriftsteller",1882,1961,national,kulturell,Schriftsteller,,,
998,Haydnstraße,Joseph Haydn,männlich,Rohrau,Wien,"Musikwissenschaftler, Pianist, Dirigent, Komponist",1732,1809,international,kulturell,Musiker/Komponist,,,
981,Otto-Altenkirch-Straße,Otto Altenkirch,männlich,Ziesar,Siebenlehn,Maler,1875,1945,lokal,kulturell,Bildender Künstler,,,
1205,Van-Gogh-Straße,Vincent van Gogh,männlich,Zundert,Auvers-sur-Oise,"Zeichner, Druckgrafiker, Maler",1853,1890,international,kulturell,Bildender Künstler,,,
908,Lichtenbergweg,Georg Christoph Lichtenberg,männlich,Ober-Ramstadt,Göttingen,"Philosoph, Hochschullehrer, Französische Moralisten, Mathematiker, Physiker, Schriftsteller, Astronom",1742,1799,national,wissenschaftlich,Naturwissenschaftler,,,
1127,Gottfried-Keller-Straße,Gottfried Keller,männlich,Zürich,Zürich,"Romancier, Staatsschreiber, Maler, Dichter, Schriftsteller",1819,1890,international,kulturell,Schriftsteller,,,
1212,Gottfried-Keller-Platz,Gottfried Keller,männlich,Zürich,Zürich,"Romancier, Staatsschreiber, Maler, Dichter, Schriftsteller",1819,1890,international,kulturell,Schriftsteller,,,
1294,Wägnerstraße,Emil Wägner,männlich,,,,1853,1927,lokal,kulturell,Architekt,,,
1643,Homiliusstraße,Gottfried August Homilius,männlich,Rosenthal-Bielatal,Dresden,"Organist, Komponist",1714,1785,lokal,kulturell,Musiker/Komponist,,,
947,Mozartstraße,Wolfgang Amadeus Mozart,männlich,Salzburg,Wien,"Musikpädagoge, Organist, Geiger, Musiker, Pianist, Komponist",1756,1791,international,kulturell,Musiker/Komponist,,,
1343,Georg-Starcke-Weg,Johann Georg Starcke,männlich,,,,1630,1695,lokal,kulturell,Architekt,,,
1850,Williamstraße,William Fichtner,männlich,,,Baumeister,1865,1937,lokal,kulturell,Architekt,,,
1355,Taegerstraße,Karl Hanns Taeger,männlich,,,,1856,1937,lokal,kulturell,Bildender Künstler,,,
1166,Silcherstraße,Friedrich Silcher,männlich,Schnait,Tübingen,"Sammler, Dirigent, Komponist",1789,1860,lokal,kulturell,Musiker/Komponist,,,
1884,Richard-Bernhardt-Weg,Max Richard Bernhardt,männlich,,,"Zeichner, Maler",1900,1977,lokal,kulturell,Bildender Künstler,,,
1736,Wernerstraße,Abraham Gottlob Werner,männlich,Osiecznica,Dresden,"Mineraloge, Hochschullehrer, Geologe",1749,1817,lokal,wissenschaftlich,Naturwissenschaftler,,,
1716,Wernerplatz,Abraham Gottlob Werner,männlich,Osiecznica,Dresden,"Mineraloge, Hochschullehrer, Geologe",1749,1817,lokal,wissenschaftlich,Naturwissenschaftler,,,
1049,Fritz-Busch-Straße,Fritz Busch,männlich,Siegen,London,"Regisseur, Musikdirektor, Pianist, Dirigent",1890,1951,lokal,kulturell,Musiker/Komponist,,,
1510,Nagelstraße,August Nagel,männlich,Ottendorf-Okrilla,Dresden,Vermesser,1821,1903,lokal,wissenschaftlich,Naturwissenschaftler,,,
1335,Maria-Kirch-Straße,Maria Margaretha Kirch,weiblich,Panitzsch,Berlin,Astronom,1670,1720,regional,wissenschaftlich,Naturwissenschaftler,,,
1838,Kellstraße,Karl Hermann Kell,männlich,Pappendorf,Dresden,Bauingenieur,1820,1888,lokal,administrativ,Ingenieur,,,
1701,Seebachstraße,Nikolaus Graf von Seebach,männlich,Paris,Dresden,"Intendant, Kammerherr",1854,1930,lokal,kulturell,Sonstige,,,
1272,Stephensonstraße,George Stephenson,männlich,Paris,Tapton House,"Lokomotivkonstrukteur, Eisenbahningenieur, Bauingenieur, Maschinenbauingenieur, Erfinder",1781,1848,international,ökonomisch,Ingenieur,Eisenbahn,,
1260,Dieselstraße,Rudolf Diesel,männlich,Paris,Ärmelkanal,"Esperantist, Erfinder, Unternehmer, Ingenieur",1858,1913,national,ökonomisch,Erfinder,,,
1661,Rudolf-Dittrich-Straße,Rudolf Dittrich,männlich,Stauchitz,Dresden,Opernsänger,1903,1990,lokal,kulturell,Musiker/Komponist,,,
1374,Heydenreichweg,Eduard Heydenreich,männlich,,,,1852,1915,lokal,kulturell,Chronist,,,
1639,Tichatscheckstraße,Joseph Tichatschek,männlich,Teplice nad Metují,Dresden,"Opernsänger, Sänger",1807,1886,lokal,kulturell,Musiker/Komponist,,,
1323,Curt-Guratzsch-Straße,Curt Guratzsch,männlich,,,"Pädagoge, Lehrer, Schriftsteller",1891,1965,lokal,kulturell,Schriftsteller,,DNVP,
1297,Laubestraße,Heinrich Laube,männlich,,,"Schriftsteller, Dramaturg",1806,1884,lokal,kulturell,Schriftsteller,,,
1676,O.-F.-Weidling-Straße,O. F. Weidling,männlich,Piesau,Dresden,Fernsehmoderator,1924,1985,lokal,kulturell,Sonstige,,,
1386,Ludwigstraße (CB),Johannes Ludewig,männlich,,Cossebaude,,1715,1760,lokal,kulturell,Schriftsteller,,,
1761,Otto-Reinhold-Weg,Otto Reinhold,männlich,Thum,Dresden,Komponist,1899,1965,lokal,kulturell,Musiker/Komponist,,,
1194,Scheidemantelstraße,Karl Scheidemantel,männlich,Weimar,Weimar,"Musikpädagoge, Opernsänger, Dichter",1859,1923,lokal,kulturell,Musiker/Komponist,,,
1232,Lannerstraße,Joseph Lanner,männlich,Wien,Döbling,"Geiger, Dirigent, Komponist",1801,1843,international,kulturell,Musiker/Komponist,,,
1250,Chopinstraße,Frédéric Chopin,männlich,Żelazowa Wola,Paris,"Musikpädagoge, Musiker, Pädagoge, Pianist, Virtuose, Komponist",1810,1849,international,kulturell,Musiker/Komponist,,,
1427,Marschnerstraße,Heinrich August Marschner,männlich,Zittau,Hannover,"Dirigent, Komponist",1795,1861,lokal,kulturell,Musiker/Komponist,,,
1164,Schumannstraße,Robert Schumann,männlich,Zwickau,Endenich,"Musikwissenschaftler, Musikpädagoge, Musikkritiker, Pianist, Dirigent, Komponist, Schriftsteller",1810,1856,lokal,kulturell,Musiker/Komponist,,,
1296,Kretschmerstraße,Edmund Kretschmer,männlich,,,"Komponist, Hoforganist",1830,1908,lokal,kulturell,Musiker/Komponist,,,
1779,Jüngststraße,Hugo Jüngst,männlich,,,"Komponist, Dirigent",,,lokal,kulturell,Musiker/Komponist,,,
1369,Helena-Rott-Straße,Helena Rott,weiblich,,,"Sänger, Musiker",1908,1991,lokal,kulturell,Musiker/Komponist,,,
1478,Hans-Oster-Straße,Hans Oster,männlich,Dresden,KZ Flossenbürg,"Widerstandskämpfer, Militär",1887,1945,lokal,militärisch,Offizier,NS-Widerstand,,
995,Stauffenbergallee,Claus Schenk Graf von Stauffenberg,männlich,Jettingen-Scheppach,Bendlerblock,"Widerstandskämpfer, Offizier",1907,1944,lokal,militärisch,Offizier,NS-Widerstand,,
1139,Oskar-Mai-Straße,Oskar Mai,männlich,Annaberg,Radeberg,Parteifunktionär und Widerstandskämpfer,1892,1945,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Widerstand","SPD, USPD, KPD",
967,Lene-Glatzer-Straße,Helene Glatzer,weiblich,Berlin-Neukölln,Halle,Politiker,1902,1935,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Widerstand",KPD,
885,Senefelderstraße,Alois Senefelder,männlich,Prag,München,"Lithograf, Dramatiker, Erfinder, Schauspieler",1771,1834,international,kulturell,Erfinder,,,
1413,Rudolf-Renner-Straße,Rudolf Renner,männlich,Beule,KZ Buchenwald,Politiker,1894,1940,lokal,politisch,Parteifunktionär,NS-Widerstand,KPD,
1339,Franz-Latzel-Straße,Franz Latzel,männlich,Boboszów,,Politiker,1880,1941,lokal,politisch,Parteifunktionär,,"SPD, USPD, KPD",
1224,Lassallestraße,Ferdinand Lassalle,männlich,Breslau,Carouge,"Philosoph, Wirtschaftswissenschaftler, Politiker, Rechtsanwalt, Schriftsteller",1825,1864,regional,politisch,Parteifunktionär,Sozialdemokratie,,
1888,Auguste-Lewinsohn-Straße,Auguste Lewinsohn,weiblich,Copitz,Dresden,,1868,1957,lokal,politisch,Parteifunktionär,"Sozialdemokratie, Sozialismus/Kommunismus","SPD, KPD",
1516,Fritz-Hoffmann-Straße,Fritz Hoffmann,männlich,Dresden,,Politiker,1907,1942,lokal,politisch,Parteifunktionär,NS-Widerstand,KPD,
1650,Berthold-Haupt-Straße,Berthold Haupt,männlich,Dresden,Dresden,Politiker,1905,1933,lokal,politisch,Parteifunktionär,Sozialdemokratie,SPD,
1535,Georg-Palitzsch-Straße,Johann Georg Palitzsch,männlich,Prohlis,Prohlis,Astronom,1723,1788,lokal,wissenschaftlich,Naturwissenschaftler,,,
1872,Alfred-Schmieder-Straße,Alfred Schmieder,männlich,Dresden,,Politiker,1883,1942,lokal,politisch,Parteifunktionär,"Sozialdemokratie, NS-Widerstand",SPD,
1538,Hans-Dankner-Straße,Hans Dankner,männlich,Dresden,KZ Auschwitz,Politiker,1908,1945,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Verfolgte",,
1663,Hempelstraße,Walther Hempel,männlich,Pulsnitz,Dresden,"Hochschullehrer, Chemiker",1851,1916,lokal,wissenschaftlich,Naturwissenschaftler,,,
1795,Kurt-Frölich-Straße,Kurt Frölich,männlich,Leipzig,Dresden,Politiker,1893,1941,lokal,politisch,Parteifunktionär,Sozialismus/Kommunismus,"SPD, KPD",
1303,Paul-Schwarze-Straße,Paul Schwarze,männlich,Lutherstadt Wittenberg,KZ Sachsenhausen,Tischler,1888,1943,lokal,politisch,Parteifunktionär,Sozialismus/Kommunismus,"SPD, USPD, KPD",
968,Rosa-Menzer-Straße,Rosa Menzer,weiblich,Plungė,Bernburg,Politiker,1886,1942,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Widerstand",KPD,
1788,Franz-Lehmann-Straße,Franz Lehmann,männlich,Schlaitz,Dresden,Politiker,1899,1945,lokal,politisch,Parteifunktionär,"NS-Widerstand, Sozialismus/Kommunismus",KPD,
1540,Fritz-Meinhardt-Straße,Fritz Meinhardt,männlich,Schwedt/Oder,Dresden,Kaufmann,1899,1943,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Widerstand",KPD,
860,Rosa-Luxemburg-Platz,Rosa Luxemburg,weiblich,Zamość,Berlin,"politischer Theoretiker, Publizist, Philosoph, Journalist, Revolutionär, Pflanzenjäger, Volkswirt, Herausgeber, Redakteur, Dozent, Wirtschaftswissenschaftler, Politiker",1871,1919,national,politisch,Parteifunktionär,Sozialismus/Kommunismus,KPD,
1673,Arthur-Weineck-Straße,Arthur Weineck,männlich,Zittau,Dresden,"Arbeiterfunktionär, Wiederstandskämpfer",1900,1944,lokal,politisch,Parteifunktionär,"Sozialismus/Kommunismus, NS-Widerstand","SPD, KPD",
1468,Alfred-Thiele-Straße,Alfred Thiele,männlich,,Dresden,Politiker,1904,1934,lokal,politisch,Parteifunktionär,NS-Widerstand,KPD,
1293,Arno-Lade-Straße,Arno Lade,männlich,,,Grobschmied,1892,1944,lokal,politisch,Parteifunktionär,"NS-Widerstand, Sozialismus/Kommunismus","SPD, USPD, KPD",
1881,Paschkystraße,August Paschky,männlich,,,Kaufmann,1850,1891,lokal,politisch,Parteifunktionär,Sozialdemokratie,,
3194,Wilhelmine-Kähler-Straße,Wilhelmine Kähler,weiblich,,,"Gewerkschafter, Politiker",1864,1941,lokal,politisch,Parteifunktionär,,,
1157,Bernhard-Wensch-Straße,Bernhard Wensch,männlich,Berlin-Wilmersdorf,Dachau,katholischer Priester,1908,1942,lokal,religiös,Pastor,"NS-Verfolgte, katholisch",,
1573,Blochmannstraße,Rudolf Sigismund Blochmann,männlich,Reichstädt,Dresden,Erfinder,1784,1871,lokal,wissenschaftlich,Erfinder,,,
997,Paul-Gerhardt-Straße,Paul Gerhardt,männlich,Gräfenhainichen,Lübben,"evangelischer Pfarrer, Kirchenlieddichter, Theologe, Dichter, Schriftsteller",1607,1676,regional,religiös,Pastor,evangelisch,,
1611,Franz-Bänsch-Straße,Franz Bänsch,männlich,Großenhain,Dresden,katholischer Priester,1899,1961,lokal,religiös,Pastor,katholisch,,
966,Pastor-Roller-Straße,Samuel David Roller,männlich,Heynitz,Lausa,Lehrer,1779,1850,lokal,religiös,Pastor,,,
1248,Pfarrer-Schneider-Straße,Paul Schneider,männlich,Pferdsfeld,KZ Buchenwald,"Widerstandskämpfer, Pastor",1897,1939,national,religiös,Pastor,evangelisch,,
1408,Alojs-Andricki-Straße,Alois Andritzki,männlich,Radibor,KZ Dachau,"Widerstandskämpfer, katholischer Priester",1914,1943,lokal,religiös,Pastor,NS-Widerstand,,
1344,Gerberstraße,Christian Gottlob Gerber,männlich,Rothschönenberg,Lockwitz,,1686,1764,lokal,religiös,Pastor,,,
973,Spenerstraße,Philipp Jacob Spener,männlich,Ribeauvillé,Berlin,Theologe,1635,1705,lokal,religiös,Sonstige,Pietismus,,
921,Gerokstraße,Karl von Gerok,männlich,Vaihingen an der Enz,Stuttgart,"Theologe, Dichter, Schriftsteller",1815,1890,national,religiös,Pastor,,,
864,Zwinglistraße,Huldrych Zwingli,männlich,Wildhaus,Kappel am Albis,"Theologe, Prediger, Reformator, Übersetzer, Priester, Schriftsteller",1484,1531,international,religiös,Pastor,Reformation,,
1358,Heroldstraße,Johann Salomon Herold,männlich,,,"Theologe, Pastor",1718,1795,lokal,religiös,Pastor,,,
1789,Henricistraße,Karl Bernhard Henrici,männlich,,,"Pfarrer, Schulinspektor",1837,1924,lokal,religiös,Pastor,,,
1885,Richard-Mannschatz-Straße,Richard Mannschatz,männlich,,,,1843,1931,lokal,religiös,Pastor,,,
3152,Martiniweg,Johann Christian Martini,männlich,,,Pfarrer,1663,1725,lokal,religiös,Pastor,,,
3189,Am Martiniweg,Christian Martini,männlich,,,,1663,1725,lokal,religiös,Pastor,,,
1023,Charlottenstraße,Charlotte von Schiller,weiblich,Rudolstadt,Bonn,Schriftsteller,1766,1826,national,kulturell,Sonstige,,,
1042,Elsa-Brändström-Straße,Elsa Brändström,weiblich,Sankt Petersburg,Cambridge,"Philanthrop, Pflegewissenschaftler, Gesundheits- und Krankenpfleger, Lehrer",1888,1948,lokal,ökonomisch,Philanthrop,,,
1029,Friedrich-Adolph-Sorge-Straße,Friedrich Adolf Sorge,männlich,Bethau,Hoboken,"Revolutionär, Musiklehrer, Schriftsteller",1828,1906,regional,politisch,Politischer Aktivist,Sozialismus/Kommunismus,,
887,Dopplerstraße,Christian Doppler,männlich,Salzburg,Venedig,"Akademiker, Pädagoge, Mathematiker, Physiker, Professor, Astronom",1803,1853,international,wissenschaftlich,Naturwissenschaftler,,,
1154,Andreas-Hofer-Straße,Andreas Hofer,männlich,Sandwirt,Mantua,"Feldherr, Landwirt",1767,1810,international,politisch,Sonstige,Freiheitskampf,,
1003,Hertha-Lindner-Straße,Herta Lindner,weiblich,Bohosudov,Justizvollzugsanstalt Plötzensee,,1920,1943,lokal,politisch,Politischer Aktivist,NS-Widerstand,,
1604,Albert-Hensel-Straße,Albert Hensel,männlich,Dresden,Justizvollzugsanstalt Plötzensee,"Widerstandskämpfer, Politiker",1895,1942,lokal,politisch,Politischer Aktivist,"NS-Widerstand, Sozialismus/Kommunismus",KPD,
1268,Josef-Moll-Straße,Maximilien Joseph Moll,männlich,Köln,Gaggenau,"Revolutionär, Uhrmacher",1813,1849,national,politisch,Politischer Aktivist,"Sozialismus/Kommunismus, Märzrevolution",,
1552,Marie-Stritt-Straße,Marie Stritt,weiblich,Schäßburg,Dresden,"politischer Aktivist, Bühnenschauspieler, Herausgeber, Redakteur, Schriftsteller",1855,1928,lokal,politisch,Sonstige,Frauenbewegung,,
1463,Robert-Matzke-Straße,Robert Matzke,männlich,Malinnik (Cieplice Śląskie-Zdrój),Dresden,Politiker,1884,1943,lokal,politisch,Politischer Aktivist,NS-Widerstand,KPD,
1496,Böttgerstraße,Johann Friedrich Böttger,männlich,Schleiz,Dresden,"Keramiker, Provisor, Chemiker",1682,1719,lokal,wissenschaftlich,Erfinder,,,
1091,Ernst-Toller-Straße,Ernst Toller,männlich,Szamocin,New York City,"Dichterjurist, Dramatiker, Dichter, Politiker, Schriftsteller, Drehbuchautor",1893,1939,national,politisch,Politischer Aktivist,Sozialismus/Kommunismus,USPD,
980,Heinrich-Bauer-Straße,Heinrich Bauer,männlich,Würzburg,,Revolutionär,1814,,national,politisch,Politischer Aktivist,Sozialismus/Kommunismus,,
1080,Lotzestraße,Hermann Lotze,männlich,Bautzen,Hol,"Logiker, Anthropologe, Philosoph, Hochschullehrer, Psychologe, Arzt, Schriftsteller",1817,1881,regional,wissenschaftlich,Geisteswissenschaftler,,,
905,Friedrich-Ebert-Straße,Friedrich Ebert,männlich,Heidelberg,Berlin,Politiker,1871,1925,national,politisch,Präsident,Sozialdemokratie,SPD,
1111,Ebertplatz,Friedrich Ebert,männlich,Heidelberg,Berlin,Politiker,1871,1925,national,politisch,Präsident,Sozialdemokratie,SPD,
1200,Friedrich-Ebert-Straße (LB),Friedrich Ebert,männlich,Heidelberg,Berlin,Politiker,1871,1925,national,politisch,Präsident,Sozialdemokratie,SPD,
1043,Washingtonstraße,George Washington,männlich,Westmoreland County,Landsitz Mount Vernon,"Heeresoffizier, Geometer, Kartograf, Revolutionär, Staatsmann, Landwirt, Politiker, Ingenieur, Schriftsteller",1732,1799,international,politisch,Präsident,US-Politik,,
907,Brehmweg,Christian Ludwig Brehm,männlich,Schönau vor dem Walde,Renthendorf,"Sammler zoologischer Objekte, Ornithologe, Pastor",1787,1864,national,wissenschaftlich,Naturwissenschaftler,,,
1087,Prof.-Billroth-Straße,Theodor Billroth,männlich,Bergen auf Rügen,Opatija,"Chirurg, Pianist, Professor, Arzt",1829,1894,international,wissenschaftlich,Mediziner,,,
945,Louisenstraße,Maria Luisa von Bourbon-Parma,weiblich,Barcelona,Rom,,1802,1857,lokal,politisch,Prinz,Monarchie,,
1591,Maxstraße,Maximilian von Sachsen,männlich,Dresden,Dresden,Aristokrat,1759,1838,lokal,politisch,Prinz,Monarchie,,
1050,Försterstraße,Friedrich Wilhelm Foerster,männlich,Berlin,Kilchberg,"Philosoph, Pädagoge, Esperantist, Hochschullehrer, Herausgeber, Politiker, Lehrer",1869,1966,national,wissenschaftlich,Geisteswissenschaftler,,,
1517,Marienallee,Maria Anna von Portugal,weiblich,Lissabon,Dresden,,1843,1884,lokal,politisch,Prinz,Monarchie,,
1253,Damaschkestraße,Adolf Damaschke,männlich,Berlin,Berlin,"Publizist, Politiker, Wirtschaftswissenschaftler",1865,1935,national,wissenschaftlich,Pädagoge,,,
1048,Franziska-Tiburtius-Straße,Franziska Tiburtius,weiblich,Bisdamitz,Berlin,"Gynäkologe, Arzt",1843,1927,lokal,wissenschaftlich,Mediziner,,,
1606,Elisabeth-Boer-Straße,Elisabeth Boer,weiblich,Bochum,Dresden,"Archivar, Historiker",1896,1991,lokal,wissenschaftlich,Geisteswissenschaftler,,,
1138,Sierksstraße,Hans Ludwig Sierks,männlich,Seeth,Berlin,"Widerstandskämpfer, Schriftsteller",1877,1945,lokal,wissenschaftlich,Ingenieur,"NS-Widerstand, Sozialdemokratie","SPD, SAP",
3228,Sierksplatz,,männlich,Seeth,Berlin,Bauingenieur,1877,1945,lokal,wissenschaftlich,Ingenieur,"NS-Widerstand, Sozialdemokratie","SPD, SAP",
1525,Sidonienstraße,Prinzessin Sidonie von Sachsen,weiblich,Schloss Pillnitz,Dresden,,1834,1862,lokal,politisch,Prinz,Monarchie,,
1124,Amalie-Dietrich-Platz,Amalie Dietrich,weiblich,Siebenlehn,Rendsburg,"Bürgerwissenschaftler, Forschungsreisender, Pflanzenjäger, Botaniker, Entomologe, Zoologe, Naturwissenschaftler",1821,1891,regional,wissenschaftlich,Naturwissenschaftler,,,
1189,Lahmannring,Heinrich Lahmann,männlich,Bremen,Friedrichstal,Arzt,1860,1905,lokal,wissenschaftlich,Mediziner,,,
